TERYT,Województwo,Powiat,Gmina,OGÓŁEM Liczba zdarzeń,RAZEM 1. Obiekty użyteczności publicznej,"101. Administracyjno-biurowe, banki","102. Oświaty i nauki, w szczególności budynki dydaktyczne, szkoły, przedszkola","103. Służby zdrowia, w szczególności szpitale, sanatoria, domy opieki społecznej, przychodnie, żłobki","104. Handlowo-usługowe, w szczególności sklepy, domy towarowe, lokale gastronomiczne, hurtownie, zakłady usługowe","105. Obsługi pasażerów w komunikacji, w szczególności dworce kolejowe i autobusowe, porty rzeczne i morskie, dworce lotnicze",106. Widowiskowo-rozrywkowe i sportowe,"107. Kultu religijnego, sakralne","108. Muzea, skanseny, wystawy, galerie","109. Biblioteki, archiwa","110. Zakłady odosobnienia, w szczególności zakłady karne, areszty śledcze, domy poprawcze",111. Inne obiekty użyteczności publicznej,RAZEM 2. Obiekty mieszkalne,"201. Hotele, noclegownie",202. Domy dziecka,"203. Internaty, domy studenckie",204. Koszary,205. Domy emerytów,"206. Domy wczasowe, pensjonaty",207. Schroniska,"208. Jednorodzinne, w tym bliźniaki, zabudowa szeregowa",209. Wielorodzinne,210. Budynki mieszkalne w gospodarstwach rolnych,"211. Inne obiekty mieszkalne, w szczególności altanki, barakowozy, domki letniskowe",RAZEM 3. Obiekty produkcyjne,301. Budynki produkcyjne,"302. Budynki gospodarcze (w tym wiaty, bez garaży)","303. Pomieszczenia socjalne, w szczególności szatnie, stołówki",304. Instalacje technologiczne poza budynkami,305. Maszyny i urządzenia technologiczne,306. Pomieszczenia administracyjne,"307. Rurociągi, instalacje przesyłowe między obiektami na terenie zakładu oraz tranzytowe poza terenem zakładu",RAZEM 4. Obiekty magazynowe,"401. Magazyny, wiaty na terenie zakładów produkcyjnych","402. Magazyny, hurtownie, wiaty wolno stojące (bez obiektów wymienionych w punktach 104 i 401)","403. Magazyny, hurtownie w obiektach przeznaczonych na pobyt ludzi kwalifikowanych jako ZL",404. Place budowy i zaplecza budowy,"405. Place składowe, w tym także hałdy",406. Zbiorniki składowe stałe,407. Stacje paliw płynnych i gazu płynnego,408. Bazy paliw płynnych i gazu płynnego,RAZEM 5. Środki transportu,"501. Drogowe - motocykle, jednoślady","502. Drogowe - autobusy, trolejbusy","503. Drogowe - samochody ciężarowe, maszyny drogowe, cysterny, przyczepy do samochodów ciężarowych","504. Drogowe - samochody osobowe, przyczepy samochodów osobowych","505. Kolejowe - ruchu pasażerskiego, np. wagony pasażerskie, typu pasażerskiego, socjalne","506. Kolejowe - ruchu towarowego, np. wagony towarowe, cysterny","507. Lotnicze - ruchu pasażerskiego, np. samoloty pasażerskie",508. Lotnicze - ruchu towarowego np. samoloty przystosowane tylko do przewozu towarów,"509. Lotnicze - samoloty turystyczne, rolnicze, sportowe, sanitarne w tym śmigłowce, szybowce, lotnie",510. Morskie - statki transportowe,"511. Morskie - statki pasażerskie, promy","512. Morskie - inne obiekty pływające, w tym jachty, łodzie rybackie, kutry","513. Śródlądowe - statki transportowe, pchacze, barki","514. Śródlądowe - statki pasażerskie, promy","515. Śródlądowe - obiekty pływające, w tym jachty, żaglówki, łodzie",516. Szynowe środki komunikacji miejskiej,517. Pojazdy trakcyjne i kolejowe pojazdy specjalne,518. Szynowe pojazdy metra,RAZEM 6. Lasy (państwowe i prywatne),601. Uprawy leśne,602. Młodniki,603. Drzewostany II klasy wieku,604. Drzewostany III i powyżej klasy wieku,605. Inne powierzchnie w obszarach leśnych,"606. Powierzchnie zalesione na obszarach nieleśnych np. parki, lasy miejskie","RAZEM 7. Uprawy, rolnictwo",701. Nieużytkowane powierzchnie rolnicze,"702. Uprawy rolne oraz łąki, rżyska i pożary powstałe podczas zbiorów tych upraw","703. Maszyny rolnicze, traktory, inne środki transportu związane z rolnictwem","704. Sterty, stogi, brogi",705. Budynki i instalacje przerobu produktów rolnych,"706. Budynki inwentarskie, hodowlane, magazynowe (stodoły), szklarnie","707. Budynki gospodarcze (szopy, komórki, wiaty, kotłownie - bez garaży)",RAZEM 8. Inne obiekty,"801. Śmietniki wolnostojące, wysypiska śmieci","802. Zsypy pomieszczenia zsypowe, smietniki wewnątrz budynków","803. Kanały wentylacyjne, dymowe, dylatacje, palne elewacje lub okładziny ścian zewnętrznych","804. Garaże, warsztaty samochodowe poza budynkami, w tym kompleksy garażowe","805. Garaże, warsztaty samochodowe wewnątrz budynków mieszkalnych","806. Garaże, warsztaty samochodowe wewnątrz pozostałych budynków lub ich części, zaliczonych do kategorii zagrożenia ludzi (ZL)","807. Garaże, warsztaty samochodowe wewnątrz budynków magazynowych i produkcyjnych",808. Zabytki kultury materialnej nie będące budynkami,"809. Obiekty lub grupa obiektów przyrody naturalnej np. pojedyńcze drzewa, minerały, jaskinie, inne",810. Obiekty hydrotechniczne,"811. Rozlewiska, wycieki, zanieczyszczenia powstałe na zbiornikach, ciekach i akwenach wodnych","812. Inne zdarzenia powstałe na zbiornikach, ciekach i akwenach wodnych",813. Obiekty wojskowe,"814. Obiekty użytkowane przez konsulaty, ambasady (eksterytorialne)","815. Pobocza dróg i szlaków komunikacyjnych (ale bez zdarzeń z udziałem środków transportu, bez pożarów traw na poboczach)","816. Płyty manewrowe i pasy lotnisk, szlaki kolejowe i manewrowe, drogi i ulice (ale bez zdarzeń z udziałem środków transportu, bez pożarów traw)","817. Trawy, trawniki na terenach nierolniczych, poboczach dróg i szlaków, ulic","818. Zdarzenia występujące na dużych obszarach mieszkalnych lub gospodarczych, na terenach gmin, miast i osiedli (np. poszuk. ludzi i zwierząt na terenach wiejskich, miejskich, lasów, udział w ewak. z tych obsz., pomoc w dział. innych służb obejm. te obsz.)","819. Inne nietypowe obiekty, budynki, instalacje",RAZEM Wybuchy w czasie działań,Gazów par i cieczy,Pyłów substancji chemicznych stałych,Materiałów wybuchowych
141609,mazowieckie,ostrowski,Szulborze Wielkie,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
141610,mazowieckie,ostrowski,Wąsewo,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141611,mazowieckie,ostrowski,Zaręby Kościelne,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141701,mazowieckie,otwocki,Józefów,44,3,1,1,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,15,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,1,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,8,0,0,0,0
141702,mazowieckie,otwocki,Otwock,138,4,0,0,0,3,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,19,20,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,4,0,18,2,7,7,0,0,0,0,0,0,48,12,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,28,0,0,0,0
141703,mazowieckie,otwocki,Celestynów,55,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,3,2,0,13,0,9,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,7,0,0,0,0
141704,mazowieckie,otwocki,Karczew,119,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,10,0,63,50,1,0,9,0,1,2,31,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,2,0,19,0,0,0,0
141705,mazowieckie,otwocki,Kołbiel,47,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,4,0,12,12,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0
141706,mazowieckie,otwocki,Osieck,14,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141707,mazowieckie,otwocki,Sobienie-Jeziory,94,1,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,2,0,12,0,42,37,0,1,4,0,0,0,24,6,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,13,0,0,0,0
141708,mazowieckie,otwocki,Wiązowna,70,5,0,0,3,1,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,18,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,7,0,8,6,0,0,2,0,0,0,20,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,4,0,10,0,0,0,0
141801,mazowieckie,piaseczyński,Góra Kalwaria,276,1,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,11,4,0,3,5,1,4,0,0,0,0,0,4,1,0,0,0,2,1,0,0,13,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,3,9,1,51,0,126,113,9,0,3,0,1,0,45,8,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,7,0,23,0,0,0,0
141802,mazowieckie,piaseczyński,Konstancin-Jeziorna,210,2,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,131,110,13,0,5,1,0,2,50,12,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,6,0,15,0,0,0,0
141803,mazowieckie,piaseczyński,Lesznowola,84,3,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,9,3,0,2,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,7,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1,24,17,6,1,0,0,0,0,29,3,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,5,0,15,0,0,0,0
141804,mazowieckie,piaseczyński,Piaseczno,207,11,0,1,0,8,1,0,0,0,0,0,1,38,0,0,0,0,0,0,0,25,11,0,2,6,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,16,0,43,36,4,0,2,0,0,1,71,14,0,0,2,0,0,0,1,9,0,0,0,0,0,1,0,20,0,24,0,0,0,0
141805,mazowieckie,piaseczyński,Prażmów,106,2,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,9,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,3,0,30,2,27,22,4,0,1,0,0,0,27,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,6,0,17,0,0,0,0
141806,mazowieckie,piaseczyński,Tarczyn,101,1,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,9,3,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,19,0,36,24,4,0,6,0,2,0,20,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,10,0,0,0,0
141901,mazowieckie,płocki,Bielsk,32,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,1,2,2,3,1,0,1,12,3,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0
141902,mazowieckie,płocki,Bodzanów,32,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,5,1,2,2,0,0,0,0,13,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0
141903,mazowieckie,płocki,Brudzeń Duży,28,1,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,5,2,1,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
141904,mazowieckie,płocki,Bulkowo,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
141905,mazowieckie,płocki,Drobin,41,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,9,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,4,1,0,1,0,1,1,13,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0
141906,mazowieckie,płocki,Gąbin,49,1,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,10,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,1,1,10,5,3,0,2,0,0,0,14,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,2,0,0,0,0
141907,mazowieckie,płocki,Łąck,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
141908,mazowieckie,płocki,Mała Wieś,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141909,mazowieckie,płocki,Nowy Duninów,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,2,0,1,1,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0
141910,mazowieckie,płocki,Radzanowo,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
141911,mazowieckie,płocki,Słubice,15,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
141912,mazowieckie,płocki,Słupno,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,1,1,0,0,0,0,6,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
141913,mazowieckie,płocki,Stara Biała,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1,3,0,0,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
141914,mazowieckie,płocki,Staroźreby,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,12,2,1,2,3,0,1,3,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0
141915,mazowieckie,płocki,Wyszogród,16,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
142001,mazowieckie,płoński,Płońsk,46,2,0,0,0,2,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,11,0,0,0,0
142002,mazowieckie,płoński,Raciąż,11,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0
142003,mazowieckie,płoński,Baboszewo,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
142004,mazowieckie,płoński,Czerwińsk nad Wisłą,27,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
142005,mazowieckie,płoński,Dzierzążnia,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
142006,mazowieckie,płoński,Joniec,20,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0
142007,mazowieckie,płoński,Naruszewo,29,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,9,2,5,0,2,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0
142008,mazowieckie,płoński,Nowe Miasto,39,1,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,11,1,1,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,6,0,2,0,6,1,0,0,1,0,4,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142009,mazowieckie,płoński,Płońsk,31,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,2,1,0,1,0,0,2,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0
142010,mazowieckie,płoński,Raciąż,42,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,15,4,6,0,2,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
142011,mazowieckie,płoński,Sochocin,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,3,0,0,0,0
142012,mazowieckie,płoński,Załuski,32,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,7,3,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0
142101,mazowieckie,pruszkowski,Piastów,28,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,7,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0
142102,mazowieckie,pruszkowski,Pruszków,140,2,1,0,0,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0,14,39,0,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,66,32,1,0,5,0,0,0,0,3,0,0,0,0,0,1,1,7,0,16,0,0,0,0
142103,mazowieckie,pruszkowski,Brwinów,114,3,0,1,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,17,3,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,21,20,0,0,0,0,0,1,53,14,0,0,4,0,0,0,0,3,0,0,0,0,0,2,1,20,0,9,0,0,0,0
142104,mazowieckie,pruszkowski,Michałowice,43,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,2,0,2,2,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,16,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0
142105,mazowieckie,pruszkowski,Nadarzyn,52,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,6,0,0,1,0,0,0,24,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,7,0,9,0,0,0,0
